time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car
00:00:00	0	0	0	0	0	0	0	0	0
00:05:00	300	0	0	0	0	0	0	0	0
00:10:00	600	0	0	0	0	0	0	0	0
00:15:00	900	0	0	0	0	0	0	0	0
00:20:00	1200	0	0	0	0	0	0	0	0
00:25:00	1500	0	0	0	0	0	0	0	0
00:30:00	1800	0	0	0	0	0	0	0	0
00:35:00	2100	0	0	0	0	0	0	0	0
00:40:00	2400	0	0	0	0	0	0	0	0
00:45:00	2700	0	0	0	0	0	0	0	0
00:50:00	3000	0	0	0	0	0	0	0	0
00:55:00	3300	0	0	0	0	0	0	0	0
01:00:00	3600	0	0	0	0	0	0	0	0
01:05:00	3900	0	0	0	0	0	0	0	0
01:10:00	4200	0	0	0	0	0	0	0	0
01:15:00	4500	0	0	0	0	0	0	0	0
01:20:00	4800	0	0	0	0	0	0	0	0
01:25:00	5100	1	0	0	1	1	0	0	1
01:30:00	5400	0	0	0	1	0	0	0	1
01:35:00	5700	0	0	0	1	0	0	0	1
01:40:00	6000	0	0	0	1	0	0	0	1
01:45:00	6300	0	1	0	0	0	1	0	0
01:50:00	6600	1	0	0	1	1	0	0	1
01:55:00	6900	0	1	0	0	0	1	0	0
02:00:00	7200	0	0	0	0	0	0	0	0
02:05:00	7500	0	0	0	0	0	0	0	0
02:10:00	7800	2	0	0	2	2	0	0	2
02:15:00	8100	0	0	0	2	0	0	0	2
02:20:00	8400	1	1	0	2	1	1	0	2
02:25:00	8700	1	0	0	3	1	0	0	3
02:30:00	9000	1	1	0	3	1	1	0	3
02:35:00	9300	2	1	0	4	2	1	0	4
02:40:00	9600	1	2	0	3	1	2	0	3
02:45:00	9900	3	1	0	5	3	1	0	5
02:50:00	10200	5	1	0	9	5	1	0	9
02:55:00	10500	7	6	0	10	7	6	0	10
03:00:00	10800	6	3	0	13	6	3	0	13
03:05:00	11100	3	3	0	13	3	3	0	13
03:10:00	11400	9	7	0	15	9	7	0	15
03:15:00	11700	4	1	0	18	4	1	0	18
03:20:00	12000	10	6	0	22	10	6	0	22
03:25:00	12300	13	7	0	28	13	7	0	28
03:30:00	12600	5	8	0	25	5	8	0	25
03:35:00	12900	7	7	0	25	7	7	0	25
03:40:00	13200	16	8	0	33	16	8	0	33
03:45:00	13500	12	14	0	31	12	14	0	31
03:50:00	13800	17	9	0	39	17	9	0	39
03:55:00	14100	25	15	0	49	25	15	0	49
04:00:00	14400	27	15	0	61	27	15	0	61
04:05:00	14700	31	28	0	64	31	28	0	64
04:10:00	15000	21	19	0	66	21	19	0	66
04:15:00	15300	31	21	0	76	31	21	0	76
04:20:00	15600	45	29	0	92	45	29	0	92
04:25:00	15900	46	28	0	110	46	28	0	110
04:30:00	16200	104	46	0	168	104	46	0	168
04:35:00	16500	116	51	0	233	116	51	0	233
04:40:00	16800	119	69	0	283	119	69	0	283
04:45:00	17100	127	92	0	318	127	92	0	318
04:50:00	17400	131	112	0	337	131	112	0	337
04:55:00	17700	112	109	0	340	112	109	0	340
05:00:00	18000	140	115	0	365	140	115	0	365
05:05:00	18300	152	125	0	392	152	125	0	392
05:10:00	18600	138	132	0	398	138	132	0	398
05:15:00	18900	155	140	0	413	155	140	0	413
05:20:00	19200	146	150	0	409	146	150	0	409
05:25:00	19500	157	169	0	397	157	169	0	397
05:30:00	19800	253	150	0	500	253	150	0	500
05:35:00	20100	282	162	0	620	282	162	0	620
05:40:00	20400	269	195	0	694	269	195	0	694
05:45:00	20700	295	228	0	761	295	228	0	761
05:50:00	21000	283	262	0	782	283	262	0	782
05:55:00	21300	284	252	0	814	284	252	0	814
06:00:00	21600	273	280	0	807	273	280	0	807
06:05:00	21900	315	281	0	841	315	281	0	841
06:10:00	22200	343	273	0	911	343	273	0	911
06:15:00	22500	280	290	0	901	280	290	0	901
06:20:00	22800	278	311	0	868	278	311	0	868
06:25:00	23100	292	256	0	904	292	256	0	904
06:30:00	23400	291	309	0	886	291	309	0	886
06:35:00	23700	285	288	0	883	285	288	0	883
06:40:00	24000	283	270	0	896	283	270	0	896
06:45:00	24300	299	319	0	876	299	319	0	876
06:50:00	24600	286	313	0	849	286	313	0	849
06:55:00	24900	289	293	0	845	289	293	0	845
07:00:00	25200	297	297	0	845	297	297	0	845
07:05:00	25500	298	277	0	866	298	277	0	866
07:10:00	25800	325	275	0	916	325	275	0	916
07:15:00	26100	325	315	0	926	325	315	0	926
07:20:00	26400	330	323	0	933	330	323	0	933
07:25:00	26700	283	321	0	895	283	321	0	895
07:30:00	27000	304	288	0	911	304	288	0	911
07:35:00	27300	274	315	0	870	274	315	0	870
07:40:00	27600	271	271	0	870	271	271	0	870
07:45:00	27900	304	298	0	876	304	298	0	876
07:50:00	28200	290	293	0	873	290	293	0	873
07:55:00	28500	282	286	0	869	282	286	0	869
08:00:00	28800	322	307	0	884	322	307	0	884
08:05:00	29100	286	300	0	870	286	300	0	870
08:10:00	29400	277	282	0	865	277	282	0	865
08:15:00	29700	284	277	0	872	284	277	0	872
08:20:00	30000	313	264	0	921	313	264	0	921
08:25:00	30300	276	312	0	885	276	312	0	885
08:30:00	30600	258	303	0	840	258	303	0	840
08:35:00	30900	287	272	0	855	287	272	0	855
08:40:00	31200	300	289	0	866	300	289	0	866
08:45:00	31500	260	300	0	826	260	300	0	826
08:50:00	31800	276	277	0	825	276	277	0	825
08:55:00	32100	250	275	0	800	250	275	0	800
09:00:00	32400	269	274	0	795	269	274	0	795
09:05:00	32700	263	269	0	789	263	269	0	789
09:10:00	33000	228	261	0	756	228	261	0	756
09:15:00	33300	256	270	0	742	256	270	0	742
09:20:00	33600	249	262	0	729	249	262	0	729
09:25:00	33900	241	248	0	722	241	248	0	722
09:30:00	34200	234	267	0	689	234	267	0	689
