time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car
00:00:00	0	0	0	0	0	0	0	0	0
00:05:00	300	0	0	0	0	0	0	0	0
00:10:00	600	0	0	0	0	0	0	0	0
00:15:00	900	0	0	0	0	0	0	0	0
00:20:00	1200	0	0	0	0	0	0	0	0
00:25:00	1500	0	0	0	0	0	0	0	0
00:30:00	1800	0	0	0	0	0	0	0	0
00:35:00	2100	0	0	0	0	0	0	0	0
00:40:00	2400	0	0	0	0	0	0	0	0
00:45:00	2700	0	0	0	0	0	0	0	0
00:50:00	3000	0	0	0	0	0	0	0	0
00:55:00	3300	0	0	0	0	0	0	0	0
01:00:00	3600	0	0	0	0	0	0	0	0
01:05:00	3900	1	0	0	1	1	0	0	1
01:10:00	4200	0	0	0	1	0	0	0	1
01:15:00	4500	0	0	0	1	0	0	0	1
01:20:00	4800	0	0	0	1	0	0	0	1
01:25:00	5100	1	0	0	2	1	0	0	2
01:30:00	5400	0	2	0	0	0	2	0	0
01:35:00	5700	0	0	0	0	0	0	0	0
01:40:00	6000	0	0	0	0	0	0	0	0
01:45:00	6300	1	0	0	1	1	0	0	1
01:50:00	6600	2	0	0	3	2	0	0	3
01:55:00	6900	0	0	0	3	0	0	0	3
02:00:00	7200	0	2	0	1	0	2	0	1
02:05:00	7500	1	1	0	1	1	1	0	1
02:10:00	7800	3	0	0	4	3	0	0	4
02:15:00	8100	5	2	0	7	5	2	0	7
02:20:00	8400	1	3	0	5	1	3	0	5
02:25:00	8700	3	2	0	6	3	2	0	6
02:30:00	9000	2	0	0	8	2	0	0	8
02:35:00	9300	3	2	0	9	3	2	0	9
02:40:00	9600	4	5	0	8	4	5	0	8
02:45:00	9900	8	5	0	11	8	5	0	11
02:50:00	10200	6	6	0	11	6	6	0	11
02:55:00	10500	6	1	0	16	6	1	0	16
03:00:00	10800	6	6	0	16	6	6	0	16
03:05:00	11100	6	5	0	17	6	5	0	17
03:10:00	11400	8	10	0	15	8	10	0	15
03:15:00	11700	11	9	0	17	11	9	0	17
03:20:00	12000	10	10	0	17	10	10	0	17
03:25:00	12300	14	7	0	24	14	7	0	24
03:30:00	12600	16	8	0	32	16	8	0	32
03:35:00	12900	16	11	0	37	16	11	0	37
03:40:00	13200	24	8	0	53	24	8	0	53
03:45:00	13500	21	23	0	51	21	23	0	51
03:50:00	13800	29	17	0	63	29	17	0	63
03:55:00	14100	39	22	0	80	39	22	0	80
04:00:00	14400	36	27	0	89	36	27	0	89
04:05:00	14700	50	35	0	104	50	35	0	104
04:10:00	15000	50	36	0	118	50	36	0	118
04:15:00	15300	58	35	0	141	58	35	0	141
04:20:00	15600	73	46	0	168	73	46	0	168
04:25:00	15900	69	47	0	190	69	47	0	190
04:30:00	16200	129	72	0	247	129	72	0	247
04:35:00	16500	132	90	0	289	132	90	0	289
04:40:00	16800	122	102	0	309	122	102	0	309
04:45:00	17100	129	89	0	349	129	89	0	349
04:50:00	17400	165	130	0	384	165	130	0	384
04:55:00	17700	138	136	0	386	138	136	0	386
05:00:00	18000	162	127	0	421	162	127	0	421
05:05:00	18300	164	155	0	430	164	155	0	430
05:10:00	18600	167	138	0	459	167	138	0	459
05:15:00	18900	167	148	0	478	167	148	0	478
05:20:00	19200	165	161	0	482	165	161	0	482
05:25:00	19500	171	176	0	477	171	176	0	477
05:30:00	19800	235	161	0	551	235	161	0	551
05:35:00	20100	300	182	0	669	300	182	0	669
05:40:00	20400	256	223	0	702	256	223	0	702
05:45:00	20700	264	233	0	733	264	233	0	733
05:50:00	21000	260	249	0	744	260	249	0	744
05:55:00	21300	288	264	0	768	288	264	0	768
06:00:00	21600	269	261	0	776	269	261	0	776
06:05:00	21900	282	274	0	784	282	274	0	784
06:10:00	22200	300	270	0	814	300	270	0	814
06:15:00	22500	261	275	0	800	261	275	0	800
06:20:00	22800	278	298	0	780	278	298	0	780
06:25:00	23100	298	264	0	814	298	264	0	814
06:30:00	23400	252	266	0	800	252	266	0	800
06:35:00	23700	296	274	0	822	296	274	0	822
06:40:00	24000	288	267	0	843	288	267	0	843
06:45:00	24300	238	277	0	804	238	277	0	804
06:50:00	24600	284	277	0	811	284	277	0	811
06:55:00	24900	295	302	0	804	295	302	0	804
07:00:00	25200	298	254	0	848	298	254	0	848
07:05:00	25500	310	295	0	863	310	295	0	863
07:10:00	25800	292	309	0	846	292	309	0	846
07:15:00	26100	328	306	0	868	328	306	0	868
07:20:00	26400	289	292	0	865	289	292	0	865
07:25:00	26700	294	306	0	853	294	306	0	853
07:30:00	27000	294	266	0	881	294	266	0	881
07:35:00	27300	276	308	0	849	276	308	0	849
07:40:00	27600	274	305	0	818	274	305	0	818
07:45:00	27900	300	300	0	818	300	300	0	818
07:50:00	28200	271	309	0	780	271	309	0	780
07:55:00	28500	319	262	0	837	319	262	0	837
08:00:00	28800	310	298	0	849	310	298	0	849
08:05:00	29100	299	298	0	850	299	298	0	850
08:10:00	29400	277	316	0	811	277	316	0	811
08:15:00	29700	287	272	0	826	287	272	0	826
08:20:00	30000	295	291	0	830	295	291	0	830
08:25:00	30300	272	283	0	819	272	283	0	819
08:30:00	30600	277	301	0	795	277	301	0	795
08:35:00	30900	266	260	0	801	266	260	0	801
08:40:00	31200	269	256	0	814	269	256	0	814
08:45:00	31500	291	283	0	822	291	283	0	822
08:50:00	31800	268	283	0	807	268	283	0	807
08:55:00	32100	282	283	0	806	282	283	0	806
09:00:00	32400	257	279	0	784	257	279	0	784
09:05:00	32700	255	285	0	754	255	285	0	754
09:10:00	33000	237	240	0	751	237	240	0	751
09:15:00	33300	245	270	0	726	245	270	0	726
09:20:00	33600	238	246	0	718	238	246	0	718
09:25:00	33900	223	253	0	688	223	253	0	688
09:30:00	34200	201	238	0	651	201	238	0	651
