time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car
00:00:00	0	0	0	0	0	0	0	0	0
00:05:00	300	0	0	0	0	0	0	0	0
00:10:00	600	0	0	0	0	0	0	0	0
00:15:00	900	0	0	0	0	0	0	0	0
00:20:00	1200	0	0	0	0	0	0	0	0
00:25:00	1500	0	0	0	0	0	0	0	0
00:30:00	1800	0	0	0	0	0	0	0	0
00:35:00	2100	0	0	0	0	0	0	0	0
00:40:00	2400	0	0	0	0	0	0	0	0
00:45:00	2700	0	0	0	0	0	0	0	0
00:50:00	3000	0	0	0	0	0	0	0	0
00:55:00	3300	0	0	0	0	0	0	0	0
01:00:00	3600	0	0	0	0	0	0	0	0
01:05:00	3900	2	0	0	2	2	0	0	2
01:10:00	4200	0	0	0	2	0	0	0	2
01:15:00	4500	2	0	0	4	2	0	0	4
01:20:00	4800	1	1	0	4	1	1	0	4
01:25:00	5100	1	1	0	4	1	1	0	4
01:30:00	5400	2	2	0	4	2	2	0	4
01:35:00	5700	0	3	0	1	0	3	0	1
01:40:00	6000	0	0	0	1	0	0	0	1
01:45:00	6300	0	1	0	0	0	1	0	0
01:50:00	6600	1	0	0	1	1	0	0	1
01:55:00	6900	0	0	0	1	0	0	0	1
02:00:00	7200	0	0	0	1	0	0	0	1
02:05:00	7500	1	1	0	1	1	1	0	1
02:10:00	7800	0	0	0	1	0	0	0	1
02:15:00	8100	3	2	0	2	3	2	0	2
02:20:00	8400	2	0	0	4	2	0	0	4
02:25:00	8700	3	1	0	6	3	1	0	6
02:30:00	9000	4	3	0	7	4	3	0	7
02:35:00	9300	4	2	0	9	4	2	0	9
02:40:00	9600	5	2	0	12	5	2	0	12
02:45:00	9900	2	6	0	8	2	6	0	8
02:50:00	10200	10	2	0	16	10	2	0	16
02:55:00	10500	6	7	0	15	6	7	0	15
03:00:00	10800	4	4	0	15	4	4	0	15
03:05:00	11100	10	5	0	20	10	5	0	20
03:10:00	11400	8	9	0	19	8	9	0	19
03:15:00	11700	6	9	0	16	6	9	0	16
03:20:00	12000	4	8	0	12	4	8	0	12
03:25:00	12300	14	5	0	21	14	5	0	21
03:30:00	12600	16	9	0	28	16	9	0	28
03:35:00	12900	12	13	0	27	12	13	0	27
03:40:00	13200	23	11	0	39	23	11	0	39
03:45:00	13500	17	23	0	33	17	23	0	33
03:50:00	13800	23	11	0	45	23	11	0	45
03:55:00	14100	35	13	0	67	35	13	0	67
04:00:00	14400	51	18	0	100	51	18	0	100
04:05:00	14700	49	32	0	117	49	32	0	117
04:10:00	15000	40	43	0	114	40	43	0	114
04:15:00	15300	56	38	0	132	56	38	0	132
04:20:00	15600	75	40	0	167	75	40	0	167
04:25:00	15900	64	53	0	178	64	53	0	178
04:30:00	16200	133	68	0	243	133	68	0	243
04:35:00	16500	137	81	0	299	137	81	0	299
04:40:00	16800	133	99	0	333	133	99	0	333
04:45:00	17100	132	105	0	360	132	105	0	360
04:50:00	17400	153	106	0	407	153	106	0	407
04:55:00	17700	150	150	0	407	150	150	0	407
05:00:00	18000	163	143	0	427	163	143	0	427
05:05:00	18300	148	158	0	417	148	158	0	417
05:10:00	18600	167	153	0	431	167	153	0	431
05:15:00	18900	161	143	0	449	161	143	0	449
05:20:00	19200	167	153	0	463	167	153	0	463
05:25:00	19500	150	184	0	429	150	184	0	429
05:30:00	19800	230	138	0	521	230	138	0	521
05:35:00	20100	284	198	0	607	284	198	0	607
05:40:00	20400	250	192	0	665	250	192	0	665
05:45:00	20700	253	205	0	713	253	205	0	713
05:50:00	21000	257	259	0	711	257	259	0	711
05:55:00	21300	289	236	0	764	289	236	0	764
06:00:00	21600	287	272	0	779	287	272	0	779
06:05:00	21900	300	284	0	795	300	284	0	795
06:10:00	22200	301	282	0	814	301	282	0	814
06:15:00	22500	271	272	0	813	271	272	0	813
06:20:00	22800	258	302	0	769	258	302	0	769
06:25:00	23100	307	256	0	820	307	256	0	820
06:30:00	23400	258	271	0	807	258	271	0	807
06:35:00	23700	291	277	0	821	291	277	0	821
06:40:00	24000	285	265	0	841	285	265	0	841
06:45:00	24300	258	282	0	817	258	282	0	817
06:50:00	24600	277	293	0	801	277	293	0	801
06:55:00	24900	295	277	0	819	295	277	0	819
07:00:00	25200	284	272	0	831	284	272	0	831
07:05:00	25500	293	295	0	829	293	295	0	829
07:10:00	25800	307	294	0	842	307	294	0	842
07:15:00	26100	311	297	0	856	311	297	0	856
07:20:00	26400	293	298	0	851	293	298	0	851
07:25:00	26700	298	304	0	845	298	304	0	845
07:30:00	27000	318	276	0	887	318	276	0	887
07:35:00	27300	277	299	0	865	277	299	0	865
07:40:00	27600	253	288	0	830	253	288	0	830
07:45:00	27900	303	313	0	820	303	313	0	820
07:50:00	28200	269	263	0	826	269	263	0	826
07:55:00	28500	302	282	0	846	302	282	0	846
08:00:00	28800	321	279	0	888	321	279	0	888
08:05:00	29100	311	316	0	883	311	316	0	883
08:10:00	29400	294	317	0	860	294	317	0	860
08:15:00	29700	274	305	0	829	274	305	0	829
08:20:00	30000	303	312	0	820	303	312	0	820
08:25:00	30300	274	279	0	815	274	279	0	815
08:30:00	30600	275	297	0	793	275	297	0	793
08:35:00	30900	274	262	0	805	274	262	0	805
08:40:00	31200	252	267	0	790	252	267	0	790
08:45:00	31500	269	287	0	772	269	287	0	772
08:50:00	31800	273	240	0	805	273	240	0	805
08:55:00	32100	265	288	0	782	265	288	0	782
09:00:00	32400	250	249	0	783	250	249	0	783
09:05:00	32700	252	269	0	766	252	269	0	766
09:10:00	33000	257	251	0	772	257	251	0	772
09:15:00	33300	226	265	0	733	226	265	0	733
09:20:00	33600	252	244	0	741	252	244	0	741
09:25:00	33900	223	269	0	695	223	269	0	695
09:30:00	34200	219	253	0	661	219	253	0	661
