ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	132.94645353564138	132.94645353564138	132.94645353564138	132.94645353564138
1	133.1246314544514	132.8199528449399	133.2522925043328	133.68463216372584
2	133.0441377974043	132.352807076297	133.168365437177	133.92137392316943
3	132.86822695255162	131.78766495578628	133.00042565583948	134.0241904924752
4	132.82939090775196	131.25430077864343	132.84266500596658	134.09758982939246
5	132.72185450140566	130.7313516749443	132.69612205663176	134.16638998375714
6	132.63831603140872	130.226034473512	132.5660580512863	134.22030364301494
7	132.5281819759713	129.7169601972144	132.43256114105515	134.26263063049035
8	132.53197136705145	129.31698485199735	132.34935565288734	134.3040093991447
9	132.5112972681598	129.0712578389301	132.29066104624044	134.34156876033683
10	132.47991710240655	128.87145968895462	132.26310478083042	134.37762732067029
11	132.5559173463091	128.79511703925414	132.2713823038041	134.41459163506087
12	132.52487672602913	128.83281979296302	132.30778235157683	134.44901866200297
13	132.6119649963122	128.91910999423038	132.36776427661837	134.48022036312253
14	132.62114516134943	129.0631043833493	132.44463197068282	134.5062415748616
15	132.73687901045005	129.2621512779577	132.53693095967762	134.53367946728048
16	132.7703646571864	129.45377566214916	132.63419042562373	134.56210135437797
17	132.92191026186944	129.76561484793055	132.75573749815712	134.58876487205808
18	133.00711428958462	130.07229638114146	132.86944545960003	134.61198371673862
19	133.0075161389666	130.30239998736118	132.97096916767345	134.63538328478586
20	133.14904357353186	130.6291236709016	133.0914790900846	134.660374570798
21	133.21289807910833	130.8748463571911	133.19883840631937	134.68586379516574
22	133.27004858527206	131.11825076268985	133.2971285062241	134.70728368107805
23	133.3343217608768	131.36779194731162	133.3972554299644	134.72789546760117
24	133.38132296005264	131.5689369614822	133.48923534759132	134.74875182200594
25	133.47128348995693	131.78657977629882	133.58139980018132	134.76728546098042
26	133.52773623862976	131.97701256759723	133.66566034283736	134.78584441097098
27	133.57779800007404	132.1517738444451	133.73965890553447	134.80450487963708
28	133.643627583718	132.34725654590298	133.81818025924878	134.8209070954543
29	133.67633170823382	132.47021647713552	133.88120623868855	134.83784794924074
30	133.73079416850712	132.59600429080342	133.94301358336014	134.85259670060736
31	133.7899553008007	132.73975640573772	134.00380579429083	134.8673229209453
32	133.82563383942576	132.82731450021322	134.05490968536256	134.88271747135576
33	133.87606730195444	132.9660648058288	134.11108084215377	134.89672424896983
34	133.89923936397884	133.0306481143956	134.15641383712082	134.91022193177952
35	133.92116628033338	133.1085189473182	134.19945620088004	134.9218345365891
36	133.924863955575	133.17373390360174	134.23811258475158	134.93335747976005
37	133.98320065108274	133.26505239308096	134.28006151935605	134.94362920055985
38	134.00931758080674	133.33487511654616	134.31714665481718	134.95784474658592
39	134.04321854740894	133.39938393598857	134.3509754737894	134.96817275843668
40	134.0226584606283	133.4364409508834	134.37911542116245	134.97724956861893
41	134.0759874620324	133.51905787012782	134.41388711980608	134.98821779503672
42	134.13718988159317	133.5957515323876	134.44731659386284	134.99856122211435
43	134.1454410026672	133.62724375529547	134.47296212627893	135.0079962740309
44	134.1332852916444	133.6555768830174	134.49610721187318	135.01702359306975
45	134.17055882976547	133.72210007496548	134.52545915308897	135.02388630736428
46	134.17618870026755	133.74134173770562	134.54682055756655	135.03199465282898
47	134.20973247522025	133.7970834531761	134.57262718286353	135.0389361437755
48	134.21249522857764	133.81760837909104	134.59071300766155	135.04676702890788
49	134.24833254768285	133.86526817107068	134.6145286412718	135.05271130760292
50	134.24649658596027	133.8783335215205	134.63126938938584	135.05983025982226
51	134.25445680995102	133.89936139708118	134.64876393962552	135.06564105679195
52	134.2960342913031	133.95536632533006	134.67198510144664	135.0728028656515
53	134.2896600996272	133.96915831776488	134.68518031668944	135.07929240512732
54	134.32291642182977	134.01405651354457	134.70446382690125	135.08539287922505
55	134.3636334825895	134.06534312770137	134.7245880808684	135.09182045667382
56	134.3647629473876	134.07884366443994	134.7376823174156	135.0968522100054
57	134.3497662314854	134.08143334665596	134.74764752577528	135.10405790708145
58	134.38292980162987	134.12031201358306	134.76466007650959	135.11017863051669
59	134.37790048865676	134.13461928409365	134.77568685042334	135.11459729184193
60	134.36846801649924	134.1234502341359	134.78389005716969	135.11941946399736
61	134.40778385571764	134.175233615084	134.80094937417547	135.1256595903685
62	134.43917445347716	134.21498946269352	134.81585897061868	135.12991156608405
63	134.42719953980102	134.2110442442277	134.82223769693138	135.13297719271648
64	134.45589467054995	134.24558296178054	134.83562808075826	135.13762222748855
65	134.40414740413823	134.2060189894978	134.83580094214682	135.14141679164055
66	134.457828297361	134.26310567791927	134.85265245418708	135.14627419574128
67	134.4853726061736	134.29214898423413	134.86535990688637	135.1510596681638
68	134.46198880553246	134.276049337471	134.86899016872192	135.15469086597398
69	134.50960502975866	134.32617381236665	134.88379646805743	135.15929119302137
70	134.4778941842499	134.30461288781927	134.885778236266	135.16209646849535
71	134.48214533015255	134.31298182721227	134.89356343987942	135.16536808890015
72	134.4999478942833	134.33713350631047	134.9037865081115	135.16820293382236
73	134.47947633522924	134.31865053764344	134.90623240638485	135.17200538622555
74	134.52805368906098	134.3757108349966	134.92093436920098	135.17507615016268
75	134.48676655151996	134.34077184407315	134.91963387850947	135.17747087786086
76	134.5356107468881	134.39242058261715	134.933172538034	135.18046652407133
77	134.51955833165266	134.375778686281	134.93537515657474	135.1838764764168
78	134.54949795912324	134.40837393972905	134.94566186132684	135.18726958036527
79	134.54364160880212	134.40695597327215	134.9497676657362	135.19011518881044
80	134.5557305257279	134.42457618643894	134.95669733608085	135.19173418996144
81	135.00606944513459	134.87103634216686	135.0374017361474	135.19101534944846
82	135.00835058687036	134.87095099054724	135.03723488811067	135.1908395529945
83	135.00925596086304	134.8701037534837	135.0369129543453	135.1906755418731
84	135.01097485086035	134.87021544935396	135.03678993919613	135.19061787436613
85	135.0120289966531	134.87026758693594	135.03670794637463	135.19062556284538
86	135.0128608139908	134.87012670744392	135.03652287665494	135.19045490077406
87	135.01353982768467	134.86962972200848	135.03636397303586	135.19046955767524
88	135.01412420807912	134.86926205481555	135.03621203786497	135.19041909811904
89	135.01476550493214	134.86877974886787	135.03595647850506	135.19037413884644
90	135.0167480311687	134.86914595155412	135.0360084069397	135.19020606592008
